STATEFP10,STATE,STATE_ABV,ZCTA,GEOID10,MULTI_STATE,POP,PR_HRI,F_HRI,LOW_EMS,P_NEHD,PR_NEHD,HHB_SCORE,HHB_RANK,P_CHD,PR_CHD,F_CHD,P_OBS,PR_OBS,F_OBS,P_DIABETES,PR_DIABETES,F_DIABETES,P_COPD,PR_COPD,F_COPD,P_ASTHMA,PR_ASTHMA,F_ASTHMA,P_MNTHL,PR_MNTHL,F_MNTHL,F_SEN_COUNT,SEN_SCORE,SEN_RANK,P_UNINSUR,PR_UNINSUR,P_POV,PR_POV,P_UNEMP,PR_UNEMP,P_NOHSDP,PR_NOHSDP,P_ISO,PR_ISO,P_ELP,PR_ELP,P_DISABL,PR_DISABL,P_ODW,PR_ODW,P_AGE65,PR_AGE65,P_AGE5,PR_AGE5,SOCIODEM_SCORE,SOCIODEM_RANK,P_IMPERV,PR_IMPERV,P_TREEC,PR_TREEC,P_NOVEH,PR_NOVEH,P_MOBILE,PR_MOBILE,P_RENT,PR_RENT,P_OZONE,PR_OZONE,P_PM25,PR_PM25,NBE_SCORE,NBE_RANK,OVERALL_SCORE,OVERALL_RANK
13,GA,Georgia,30233,1330233,0,23218,83,1,0,5.666666667,0.0885,0.5442,0.4843,6.8,0.5269,0,39.5,0.7325,1,13.1,0.7454,1,8.6,0.6266,0,10.5,0.545,0,18.2,0.7754,1,3,0.5,0.6536,12.2,0.7781,31.68173947,0.7747,5.4,0.6279,19.6,0.8327,13.80427334,0.5158,0.80681109,0.6236,16,0.6124,13.17675598,0.6224,15.5,0.3462,5.8,0.5645,0.6298,0.8308,2.196789644,0.528,55.14327506,0.1935,7,0.7285,13.6,0.6659,27.53320216,0.6199,2,0.8311,0,0,0.5096,0.6717,0.6601,0.8319
13,GA,Georgia,30234,1330234,0,1934,83,1,0,5.2,0.0734,0.5367,0.4672,6,0.3488,0,42,0.8746,1,14,0.8189,1,8.4,0.5936,0,11.4,0.8207,1,19.1,0.8527,1,4,0.6667,0.7602,9.9,0.6864,36.24503687,0.8478,6.8,0.753,11.9,0.5994,17.12385702,0.7272,0.126023945,0.4228,15.9,0.6067,6.98630137,0.2455,12.1,0.1689,10.5,0.953,0.6011,0.7689,3.250257201,0.5989,46.46450894,0.2778,0,0,15.4,0.7037,31.96159122,0.718,1.333333333,0.7627,0,0,0.4373,0.4909,0.6218,0.7794
13,GA,Georgia,30236,1330236,0,46434,58,0.75,0,4,0.0497,0.3998,0.2111,5.1,0.1812,0,41.6,0.8556,1,13,0.736,1,6.3,0.2527,0,10.9,0.6871,1,17.6,0.7082,1,4,0.6667,0.7602,17.9,0.9104,29.23950517,0.7232,6.3,0.7148,15.4,0.729,10.31838965,0.2633,5.153922333,0.8974,9.3,0.1788,10.03334473,0.4303,10.8,0.122,7.3,0.7914,0.5761,0.7101,19.14403171,0.8023,38.74374409,0.3541,7.1,0.734,3.2,0.352,47.46656852,0.8929,3,0.8837,0,0,0.5741,0.7979,0.6198,0.7764
13,GA,Georgia,30238,1330238,0,34713,51,0.75,0,4,0.0497,0.3998,0.2111,4.6,0.112,0,44.2,0.945,1,13.8,0.8042,1,6.2,0.2402,0,11.6,0.8587,1,18,0.755,1,4,0.6667,0.7602,16.9,0.8957,31.68507084,0.7748,8.2,0.8322,12,0.6036,9.987329507,0.2421,2.213469433,0.7882,12.3,0.3725,9.177120221,0.3758,8.2,0.0601,7.8,0.8407,0.5786,0.7155,18.34348593,0.7974,39.7885565,0.3439,6.5,0.6972,6,0.4622,41.95544554,0.8496,2.333333333,0.8528,0,0,0.5719,0.7942,0.6202,0.7772
13,GA,Georgia,30240,1330240,0,30014,85,1,0,3.825,0.0472,0.5236,0.4418,6.6,0.4802,0,42.3,0.887,1,13.3,0.7643,1,7.8,0.4911,0,10.7,0.6183,0,17.5,0.6969,1,3,0.5,0.6536,11.2,0.7422,29.62280549,0.7322,7.4,0.7922,12.8,0.6365,14.58421573,0.5701,0.424205069,0.5291,17.5,0.6918,6.371653293,0.2138,15,0.3162,5.9,0.5819,0.5806,0.7201,3.712453874,0.6181,54.11691574,0.2032,10.9,0.8709,5.3,0.4367,38.31793149,0.8133,0,0,0,0,0.4203,0.4439,0.5648,0.6875
13,GA,Georgia,30241,1330241,0,23176,63,0.75,0,3.6,0.0404,0.3952,0.2004,6.6,0.4802,0,46.1,0.9742,1,14.8,0.8702,1,8.3,0.5766,0,11.2,0.7745,1,18.8,0.8293,1,4,0.6667,0.7602,12.6,0.7909,35.64315353,0.8389,5.9,0.6796,19.6,0.8327,14.13878905,0.5389,2.64020781,0.8137,17.8,0.7059,5.145539906,0.154,12.2,0.1727,7.1,0.7677,0.6295,0.8301,3.991252145,0.6272,56.07124963,0.1837,8.4,0.7952,8,0.5264,52.63998175,0.9201,0,0,0,0,0.4361,0.4874,0.5695,0.6965
13,GA,Georgia,30248,1330248,0,23249,57,0.75,0,5.2,0.0734,0.4117,0.2294,4.4,0.091,0,36.8,0.5112,0,9.3,0.2325,0,5.7,0.1786,0,9.9,0.3207,0,16.8,0.5996,0,0,0,0,11.6,0.7577,16.85350561,0.3719,4.7,0.5454,8.6,0.4318,7.626672285,0.1262,1.135720637,0.679,8.7,0.1462,12.11621516,0.5615,10,0.0986,6,0.5991,0.4317,0.3448,6.218778178,0.6823,45.78886286,0.2844,0.7,0.1614,5.9,0.4583,22.1070615,0.4634,2.666666667,0.868,0,0,0.4168,0.4339,0.252,0.1116
13,GA,Georgia,30250,1330250,0,679,20,0.25,1,3.8,0.0447,0.1474,0.0114,3.7,0.0416,0,45.4,0.9663,1,10.5,0.4004,0,4.9,0.098,0,8.6,0.0493,0,17.9,0.7441,1,2,0.3333,0.5404,-999,-999,-999,-999,-999,-999,34.4,0.9683,-999,-999,35.3968254,0.9981,-999,-999,-999,-999,0,0,0,0,0.4916,0.4948,31.45392064,0.8656,8.787723785,0.7175,-999,-999,0,0,-999,-999,2,0.8311,0,0,0.4828,0.6095,0.414,0.3897
13,GA,Georgia,30251,1330251,0,2342,85,1,0,-999,-999,1,0.9934,6.6,0.4802,0,41,0.8256,1,13.6,0.7898,1,9,0.6883,1,11.2,0.7745,1,19,0.8449,1,5,0.8333,0.8437,31.8,0.9857,38.68169991,0.876,7.1,0.7734,27.6,0.9356,7.605344296,0.1254,0,0,18.4,0.7337,32.12669683,0.9717,19.2,0.5838,4.5,0.3446,0.633,0.837,0.994993298,0.2972,63.23780628,0.1188,10.7,0.8664,27.6,0.8775,35.90909091,0.7824,2,0.8311,0,0,0.5391,0.7336,0.8519,0.9849
13,GA,Georgia,30252,1330252,0,41428,42,0.5,0,4,0.0497,0.2748,0.0749,4.2,0.0732,0,35,0.3715,0,8.7,0.1649,0,5,0.1064,0,9.5,0.1987,0,15.2,0.3627,0,0,0,0,7.7,0.5685,7.86875,0.1115,5.9,0.6796,5,0.2116,4.98826121,0.0506,0.599065195,0.5764,10.3,0.2402,8.898115903,0.3581,11.3,0.1383,5.5,0.51,0.3445,0.1609,6.251181204,0.6828,44.9217255,0.2932,1,0.1816,0.6,0.2083,15.77149746,0.2677,3,0.8837,0,0,0.3596,0.2814,0.1293,0.0174
13,GA,Georgia,30253,1330253,0,49380,52,0.75,0,4,0.0497,0.3998,0.2111,4.2,0.0732,0,37.9,0.605,0,10.2,0.3566,0,5.2,0.1262,0,10.2,0.4313,0,16.3,0.5238,0,0,0,0,10.2,0.6997,19.85953518,0.4685,6.2,0.7067,9.5,0.4827,11.2214169,0.323,1.640351051,0.7418,8.7,0.1462,7.120164455,0.2529,11.1,0.1322,6.5,0.6827,0.4636,0.4215,20.31406747,0.8089,34.53434281,0.3943,2.7,0.3494,1.3,0.2597,41.25914618,0.8431,3.333333333,0.8955,0,0,0.5073,0.6668,0.3248,0.2209
13,GA,Georgia,30256,1330256,0,2826,70,0.75,0,4.7,0.0634,0.4067,0.2228,5.9,0.3285,0,33.8,0.3026,0,10.8,0.445,0,7.2,0.3895,0,9.7,0.256,0,16.1,0.4949,0,0,0,0,7.8,0.5742,17.30899256,0.3871,10,0.8907,12.9,0.6405,6.844968268,0.0982,0,0,13,0.4209,18.4,0.8328,10.2,0.1043,4.8,0.3895,0.4338,0.3501,1.043144616,0.3131,56.86997022,0.1771,1.8,0.2524,29.5,0.8942,17.87878788,0.3316,1,0.6973,0,0,0.3808,0.3353,0.227,0.0834
13,GA,Georgia,30257,1330257,0,4138,48,0.5,0,5.2,0.0734,0.2867,0.0848,6.2,0.3919,0,36.2,0.4616,0,11.6,0.564,0,7.5,0.4403,0,9.9,0.3207,0,16.3,0.5238,0,0,0,0,10.6,0.7176,19.60465116,0.4603,2.6,0.2638,8.1,0.4029,18.73721134,0.8016,0,0,9.9,0.2146,15.7239819,0.7459,17,0.4434,6.8,0.7284,0.4778,0.4585,1.801928993,0.4807,49.25400366,0.2493,0.3,0.1442,17.8,0.7494,24,0.5216,1.333333333,0.7627,0,0,0.4154,0.4298,0.2433,0.1014
13,GA,Georgia,30258,1330258,0,2622,54,0.75,0,4.55,0.0609,0.4054,0.2197,6.3,0.4138,0,34.5,0.3403,0,11.4,0.5354,0,7.6,0.4575,0,9.9,0.3207,0,16.4,0.5396,0,0,0,0,14.9,0.8553,22.85904698,0.5593,6.5,0.7306,17.2,0.7798,11.90184049,0.3732,0,0,17.1,0.6719,12.14511041,0.5631,20.8,0.671,5.3,0.474,0.5678,0.6912,0.689062696,0.1921,56.88792354,0.1769,3.1,0.3928,24.2,0.8414,17.15116279,0.3073,1,0.6973,0,0,0.3725,0.3131,0.306,0.1888
13,GA,Georgia,30259,1330259,0,3041,85,1,0,3.6,0.0404,0.5202,0.4305,5.7,0.2882,0,33.5,0.2873,0,10.1,0.3412,0,6.5,0.2817,0,9.5,0.1987,0,15.2,0.3627,0,0,0,0,7.8,0.5742,10.56228642,0.1817,3.8,0.423,9.1,0.4605,10.86025691,0.2987,0.128576021,0.4242,16.9,0.6623,16.85534591,0.7865,18.9,0.5649,3.4,0.2154,0.4591,0.4102,1.597554263,0.449,55.46363366,0.19,5,0.5802,6.9,0.4925,16.54072208,0.2903,1,0.6973,0,0,0.3856,0.347,0.2969,0.1748
13,GA,Georgia,30260,1330260,0,23244,67,0.75,0,4,0.0497,0.3998,0.2111,5.2,0.1959,0,38.6,0.6637,0,13.5,0.7813,1,6.3,0.2527,0,10.7,0.6183,0,17.5,0.6969,1,2,0.3333,0.5404,21,0.9426,28.87898089,0.7158,7.1,0.7734,20.6,0.8517,13.43937946,0.4879,12.77026173,0.9666,10.4,0.2459,11.16883117,0.5003,9.4,0.083,6.5,0.6827,0.625,0.8199,35.21149821,0.8825,29.44843679,0.4443,8.6,0.8029,0.3,0.1681,52.73432612,0.9205,2.333333333,0.8528,0,0,0.5816,0.8105,0.5955,0.7385
13,GA,Georgia,30263,1330263,0,53008,66,0.75,0,3.555555556,0.0402,0.3951,0.2004,5.5,0.2483,0,36.4,0.4783,0,11.1,0.4912,0,6.8,0.3281,0,10.3,0.4679,0,17,0.6282,0,0,0,0,11,0.7345,23.94930969,0.5922,4.8,0.558,14.5,0.6985,12.30378369,0.4021,1.782913594,0.7555,12.3,0.3725,8.977871444,0.3629,13.1,0.2132,7.2,0.7801,0.547,0.638,4.230770524,0.6346,58.34994268,0.1642,5.9,0.6549,2.2,0.3064,37.36849174,0.8017,2.333333333,0.8528,0,0,0.4878,0.6211,0.3649,0.2946
13,GA,Georgia,30265,1330265,0,31713,68,0.75,0,3.466666667,0.0392,0.3946,0.1998,4.3,0.0816,0,32.6,0.2469,0,8.6,0.1542,0,4.9,0.098,0,9.3,0.1494,0,14.6,0.2809,0,0,0,0,9.2,0.6524,11.46135092,0.2077,3.2,0.3395,6,0.2729,10.20439119,0.2564,1.64101641,0.7418,9.1,0.1685,7.528127068,0.2772,13.4,0.2272,5,0.4216,0.3565,0.1821,14.65279274,0.7723,47.82237461,0.2632,2.1,0.2854,1.8,0.2869,25.30054645,0.5593,2,0.8311,0,0,0.4283,0.4648,0.2117,0.0693
13,GA,Georgia,30268,1330268,0,9090,83,1,0,3.6,0.0404,0.5202,0.4305,5.8,0.3082,0,33.5,0.2873,0,12.2,0.643,0,6.7,0.3111,0,10.3,0.4679,0,16,0.4798,0,0,0,0,11,0.7345,25.76776835,0.6406,7,0.7668,19.7,0.8349,15.54746494,0.6332,4.114891017,0.8723,11.8,0.3379,13.17991632,0.6227,16.3,0.3968,4.7,0.3746,0.6214,0.8118,3.432677231,0.6076,64.72349936,0.105,11.5,0.8826,5.2,0.4334,33.81924198,0.7513,1.666666667,0.8026,0,0,0.5118,0.6763,0.4796,0.5231
13,GA,Georgia,30269,1330269,0,35069,66,0.75,0,3.6,0.0404,0.3952,0.2004,4.8,0.1385,0,27.9,0.0939,0,9.4,0.2446,0,4.7,0.0817,0,8.8,0.0706,0,12.4,0.0707,0,0,0,0,6.6,0.4941,11.18863762,0.1993,2.8,0.2875,2.3,0.0798,11.92016467,0.3745,1.240779919,0.6947,10.5,0.2522,5.865522175,0.1872,18.4,0.5328,4.1,0.2904,0.3392,0.1521,21.04742758,0.813,41.07128927,0.331,6.3,0.6834,1.1,0.2477,25.05292357,0.5529,2,0.8311,0,0,0.4942,0.6362,0.2472,0.1057
13,GA,Georgia,30273,1330273,0,14709,47,0.5,0,4,0.0497,0.2748,0.0749,4.2,0.0732,0,42.9,0.9088,1,12.3,0.6561,0,5.4,0.1467,0,11.1,0.7481,1,16.8,0.5996,0,2,0.3333,0.5404,10.3,0.7047,23.17751995,0.5698,3.8,0.423,12.6,0.6278,10.78834299,0.2941,5.23464434,0.8992,10.4,0.2459,12.83442706,0.6041,7.1,0.0454,5.3,0.474,0.4888,0.4869,20.49096959,0.8098,40.33533946,0.3386,3.1,0.3928,5.8,0.4547,29.57190767,0.6679,2.333333333,0.8528,0,0,0.5024,0.6559,0.4395,0.4421
13,GA,Georgia,30274,1330274,0,31893,63,0.75,0,4,0.0497,0.3998,0.2111,4.8,0.1385,0,45.4,0.9663,1,14.8,0.8702,1,6.4,0.2664,0,11.9,0.9011,1,18.7,0.8217,1,4,0.6667,0.7602,19,0.9236,36.82638948,0.855,9.6,0.8803,13.9,0.6779,15.91390397,0.657,3.20453803,0.8417,11.5,0.3187,6.247364299,0.2069,8.9,0.0724,6.1,0.6163,0.605,0.7778,29.7943895,0.8572,31.98852041,0.4207,9.4,0.8314,0.3,0.1681,59.10261412,0.944,2.666666667,0.868,0,0,0.5842,0.8143,0.6408,0.8062
13,GA,Georgia,30276,1330276,0,13866,53,0.75,0,3.8,0.0447,0.3974,0.2042,4.7,0.1251,0,33.5,0.2873,0,9.1,0.2089,0,5.7,0.1786,0,9.7,0.256,0,15.6,0.4207,0,0,0,0,9.3,0.6576,15.24333104,0.3205,3.8,0.423,10.4,0.5294,7.042600345,0.1045,0.836960161,0.6297,10.9,0.2787,12.51212415,0.5866,14.1,0.2635,6.8,0.7284,0.4522,0.3942,2.089849846,0.5173,55.42963211,0.1902,1.8,0.2524,5.3,0.4367,12.41665165,0.178,1.666666667,0.8026,0,0,0.3396,0.2339,0.2081,0.0658
13,GA,Georgia,30277,1330277,0,20270,48,0.5,0,3.533333333,0.0399,0.27,0.0704,4.8,0.1385,0,32.4,0.2382,0,8.9,0.1864,0,5.5,0.1573,0,9.2,0.1293,0,14.3,0.2409,0,0,0,0,6,0.4474,7.797567333,0.1098,2.7,0.2762,7.3,0.3535,6.81766055,0.0974,1.142675043,0.6803,9,0.163,9.644018484,0.4061,13.8,0.2479,4.7,0.3746,0.3156,0.1153,5.627313003,0.6713,49.86244508,0.2431,2,0.2749,3.7,0.374,11.36868064,0.1542,2.333333333,0.8528,0,0,0.3672,0.3001,0.1215,0.0146
13,GA,Georgia,30281,1330281,0,66140,53,0.75,0,4.033333333,0.0527,0.4014,0.2123,4.5,0.1016,0,38.3,0.6394,0,10.6,0.4152,0,5.6,0.1678,0,10.3,0.4679,0,16.5,0.5552,0,0,0,0,11.8,0.7643,22.76652835,0.5564,5.7,0.659,10.5,0.5339,11.33565575,0.3311,2.059417725,0.7784,10.7,0.2653,8.854792217,0.3556,11.1,0.1322,6.7,0.7131,0.5089,0.5387,10.84861728,0.7408,47.38467808,0.2677,3.2,0.4037,5.6,0.4477,40.5698447,0.8364,3,0.8837,0,0,0.5114,0.6754,0.3566,0.2793
13,GA,Georgia,30284,1330284,0,55,20,0.25,1,-999,-999,0.25,0.0472,6.1,0.3702,0,35.3,0.3931,0,11.9,0.6048,0,8.6,0.6266,0,10.4,0.5077,0,18.5,0.8042,1,1,0.1667,0.3497,11.7,0.7608,16.50485437,0.362,0,0,28.6,0.942,9.433962264,0.2105,0,0,0,0,56.66666667,0.9959,3.9,0.0252,28.2,0.999,0.4295,0.3392,10.38358104,0.7364,11.68131868,0.6679,3.6,0.4467,14.3,0.6811,42.85714286,0.8587,2.5,0.8668,0,0,0.6082,0.8492,0.3963,0.3538
13,GA,Georgia,30285,1330285,0,707,95,1,0,4.933333333,0.068,0.534,0.4629,6.1,0.3702,0,35,0.3715,0,11.3,0.5201,0,7.9,0.5077,0,10.1,0.3953,0,17.2,0.6568,0,0,0,0,12.6,0.7909,34.87654321,0.8281,0,0,11.9,0.5994,13.04347826,0.457,0,0,26,0.9221,16.12021858,0.7611,23.8,0.7886,2.3,0.1373,0.5284,0.5906,0.784292885,0.226,51.62290043,0.2267,0,0,43.7,0.9696,20.52238806,0.4145,1,0.6973,0,0,0.362,0.2876,0.3353,0.2407
13,GA,Georgia,30286,1330286,0,23490,75,1,0,4.7,0.0634,0.5317,0.4583,7.5,0.6855,1,38.1,0.6214,0,14.8,0.8702,1,9.4,0.7429,1,11,0.719,1,18.1,0.7656,1,5,0.8333,0.8437,11.7,0.7608,34.08985642,0.8156,5.7,0.659,17.3,0.7822,18.99987774,0.8125,0.328613541,0.4985,15.7,0.5947,10.67849326,0.4706,17.8,0.494,6.5,0.6827,0.6571,0.8847,2.061304927,0.5136,58.90168697,0.1589,10.3,0.8563,15.8,0.712,34.88291614,0.7676,0.333333333,0.458,0,0,0.4952,0.6391,0.7064,0.8853
13,GA,Georgia,30288,1330288,0,8929,75,1,0,4,0.0497,0.5248,0.4455,4.3,0.0816,0,40.5,0.7968,1,12.9,0.7251,1,5.3,0.1363,0,11,0.719,1,16.4,0.5396,0,3,0.5,0.6536,14.2,0.8373,22.72779634,0.5555,9.8,0.8861,19.1,0.8227,16.49253731,0.6911,7.619273677,0.9333,14,0.4877,9.534478467,0.399,12.4,0.1804,3.7,0.2453,0.6038,0.7749,32.73883044,0.8721,35.07658972,0.3893,7.3,0.7445,2.2,0.3064,32.074883,0.7203,2.666666667,0.868,0,0,0.5572,0.7692,0.6608,0.8329
13,GA,Georgia,30289,1330289,0,82,20,0.25,1,3.8,0.0447,0.1474,0.0114,7.3,0.644,0,32.5,0.2428,0,12.8,0.7144,1,7.6,0.4575,0,9.5,0.1987,0,13.3,0.1304,0,1,0.1667,0.3497,42.3,0.9949,21.15384615,0.5078,0,0,45.2,0.9881,4.761904762,0.0467,0,0,11.5,0.3187,45.45454545,0.9902,17.3,0.4628,17.3,0.9923,0.5302,0.5953,15.20876096,0.7771,27.00322581,0.4689,0,0,0,0,56.25,0.9354,1.666666667,0.8026,0,0,0.4263,0.4599,0.3541,0.2747
13,GA,Georgia,30290,1330290,0,8286,70,0.75,0,3.666666667,0.0433,0.3966,0.2031,4.6,0.112,0,29.5,0.1356,0,9.6,0.2721,0,4.7,0.0817,0,9.1,0.1116,0,12.8,0.0945,0,0,0,0,6.2,0.4637,6.637872244,0.0825,2.2,0.2244,4.9,0.2059,5.39573707,0.0582,0,0,6.9,0.073,6.503174951,0.22,15.2,0.328,5.8,0.5645,0.222,0.0261,8.922508363,0.7202,45.38647718,0.288,0,0,3.5,0.3656,13.13462168,0.1963,2,0.8311,0,0,0.343,0.241,0.1176,0.0131
13,GA,Georgia,30291,1330291,0,21010,91,1,0,8.888253968,0.2232,0.6116,0.6226,4.2,0.0732,0,36.8,0.5112,0,11.9,0.6048,0,5.3,0.1363,0,11.5,0.8408,1,17.6,0.7082,1,2,0.3333,0.5404,9.5,0.6674,27.59992598,0.6867,7.1,0.7734,8.8,0.4436,21.28971712,0.8778,0.414664981,0.5262,12.6,0.3938,7.706898273,0.2878,11.7,0.1525,8.6,0.8947,0.5704,0.6965,29.40326755,0.8553,41.93999381,0.3224,10.7,0.8664,1.4,0.2655,63.93143691,0.9583,3,0.8837,0,0,0.5931,0.8268,0.6716,0.8466
13,GA,Georgia,30292,1330292,0,5943,71,0.75,0,4.4,0.0577,0.4038,0.216,5.4,0.2301,0,34.2,0.3228,0,10.3,0.3721,0,7,0.3587,0,10.2,0.4313,0,17.3,0.6711,1,1,0.1667,0.3497,14.9,0.8553,21.12650383,0.5071,6.2,0.7067,15,0.7168,7.328244275,0.1145,0.171526587,0.4406,10.1,0.2273,22.10264901,0.9024,13.3,0.2226,7.1,0.7677,0.5461,0.6357,1.474312532,0.425,42.98526119,0.3129,2,0.2749,9.2,0.5613,12.57046223,0.1816,1.666666667,0.8026,0,0,0.3655,0.2962,0.3744,0.3118
13,GA,Georgia,30293,1330293,0,2981,83,1,0,3.6,0.0404,0.5202,0.4305,9,0.907,1,42.8,0.9051,1,17.6,0.9621,1,11.1,0.898,1,11.2,0.7745,1,17.9,0.7441,1,6,1,0.9102,10.5,0.7133,37.86891529,0.8675,2.5,0.2531,24.8,0.9106,21.19443197,0.8759,0,0,26.8,0.9302,14.54918033,0.6935,31.7,0.9175,6.7,0.7131,0.6875,0.9335,1.029359172,0.3085,55.163286,0.1933,12.5,0.9009,29.5,0.8942,25.02250225,0.5521,0.333333333,0.458,0,0,0.4724,0.5842,0.7146,0.8931
13,GA,Georgia,30294,1330294,0,39865,46,0.5,0,3.966666667,0.0493,0.2746,0.0748,4,0.058,0,40.6,0.8027,1,12.3,0.6561,0,4.9,0.098,0,11,0.719,1,16.2,0.5096,0,2,0.3333,0.5404,14.6,0.8481,18.23847407,0.4184,5.7,0.659,9.8,0.4979,9.849975406,0.2335,0.812119707,0.6245,11.2,0.2979,6.815554631,0.2359,11.8,0.1566,5.2,0.4561,0.4428,0.3716,18.97374905,0.8011,40.99898909,0.3317,2.9,0.3705,3.3,0.3563,24.39198345,0.5334,3,0.8837,0,0,0.4681,0.5736,0.3901,0.3414
13,GA,Georgia,30295,1330295,0,4159,84,1,0,5,0.0685,0.5342,0.4634,5.6,0.2682,0,34.3,0.3284,0,10.7,0.4297,0,6.7,0.3111,0,9.9,0.3207,0,16.3,0.5238,0,0,0,0,18.8,0.9212,20.6360593,0.4925,3.3,0.3533,10.7,0.5445,16.39810427,0.6854,0,0,10.5,0.2522,14.62869905,0.6971,15.7,0.3588,4,0.2781,0.4583,0.4085,1.856221594,0.4883,46.67886131,0.275,4,0.4889,14,0.6753,27.15968586,0.6096,1.333333333,0.7627,0,0,0.4714,0.5815,0.3634,0.2922
13,GA,Georgia,30296,1330296,0,25840,46,0.5,0,4,0.0497,0.2748,0.0749,4.5,0.1016,0,43.4,0.9248,1,14.1,0.8264,1,5.7,0.1786,0,11.4,0.8207,1,17.1,0.6422,0,3,0.5,0.6536,16.5,0.8885,24.17763158,0.5986,8.6,0.8482,11.2,0.5689,10.23169782,0.2578,2.34095714,0.7963,11.5,0.3187,7.002908312,0.2463,11.5,0.1454,7.6,0.8231,0.5492,0.6435,18.85481156,0.8006,43.30915744,0.3105,2.1,0.2854,3.6,0.3699,36.11691023,0.7856,2.666666667,0.868,0,0,0.4886,0.623,0.4987,0.5619
13,GA,Georgia,30297,1330297,0,27188,73,0.75,0,4,0.0497,0.3998,0.2111,5.7,0.2882,0,43,0.9122,1,14.8,0.8702,1,7.5,0.4403,0,11,0.719,1,19.4,0.8742,1,4,0.6667,0.7602,23.9,0.9621,45.90807175,0.933,9.2,0.8688,28.5,0.9413,13.79876797,0.5151,9.89873222,0.9519,12.7,0.4007,18.155902,0.8264,9.4,0.083,10.7,0.9563,0.7439,0.9833,42.1280485,0.911,26.46554929,0.4752,12.7,0.9039,1.5,0.2712,63.00247872,0.9554,2.666666667,0.868,0,0,0.6264,0.8716,0.7066,0.8854
13,GA,Georgia,30303,1330303,0,5934,99,1,0,4,0.0497,0.5248,0.4455,3.1,0.0218,0,31.4,0.1997,0,9,0.1979,0,4.4,0.0612,0,11.8,0.8893,1,22.7,0.9777,1,2,0.3333,0.5404,19.9,0.9329,70.20134228,0.9899,17.8,0.9717,13.6,0.667,49.84042553,0.9913,0.817686251,0.6259,9.9,0.2146,2.625622454,0.0768,2.8,0.0231,0.4,0.082,0.5575,0.6649,91.54323307,0.9993,1.844592346,0.8738,33.3,0.9833,0,0,72.52663623,0.9749,1.666666667,0.8026,0,0,0.662,0.9108,0.6404,0.8057
13,GA,Georgia,30305,1330305,0,22999,72,0.75,0,4,0.0497,0.3998,0.2111,4.1,0.0651,0,23.4,0.0249,0,7,0.0452,0,3.6,0.0251,0,8.4,0.0302,0,12,0.0491,0,0,0,0,5.4,0.3997,12.11984218,0.2255,1.2,0.1511,2.6,0.0907,31.69717138,0.9689,1.084219063,0.6716,6.1,0.0517,1.342190889,0.054,17.1,0.4502,4.6,0.3594,0.3423,0.1574,25.56313505,0.8362,47.95868923,0.2619,7.3,0.7445,0.1,0.1293,44.50653235,0.8723,2,0.8311,0,0,0.525,0.7048,0.2683,0.1327
13,GA,Georgia,30306,1330306,0,22246,73,0.75,0,4,0.0497,0.3998,0.2111,2.8,0.017,0,23.7,0.028,0,5.5,0.0169,0,2.8,0.0103,0,8.4,0.0302,0,12.7,0.0882,0,0,0,0,3.8,0.2602,12.12430387,0.2257,3.2,0.3395,2.1,0.0729,22.80354351,0.9051,0.248911014,0.471,4.5,0.0293,1.524532321,0.0566,9.1,0.0762,6.2,0.633,0.307,0.1035,27.58102352,0.8466,42.93978088,0.3134,4.6,0.5448,0,0,42.60518097,0.8564,1.666666667,0.8026,0,0,0.4805,0.6044,0.2298,0.0868
13,GA,Georgia,30307,1330307,0,18004,73,0.75,0,4,0.0497,0.3998,0.2111,2.9,0.0182,0,25.8,0.0557,0,6.2,0.0249,0,3,0.0127,0,8.8,0.0706,0,13.2,0.1217,0,0,0,0,4.7,0.3395,12.90515907,0.2493,4.5,0.5199,2.5,0.0868,20.10176557,0.8483,0.355574148,0.5077,7.7,0.0994,2.309936781,0.0697,10.6,0.1161,4.6,0.3594,0.3196,0.1215,27.78276353,0.8476,40.33667654,0.3386,6.7,0.7099,0.5,0.1976,41.03245818,0.8409,1.666666667,0.8026,0,0,0.5339,0.7234,0.264,0.1269
13,GA,Georgia,30308,1330308,0,15413,82,1,0,4,0.0497,0.5248,0.4455,2.9,0.0182,0,27,0.0758,0,7.3,0.0573,0,3.2,0.0157,0,9,0.096,0,14.3,0.2409,0,0,0,0,5,0.3652,21.75711449,0.5263,3.5,0.3811,5.9,0.2671,44.8354552,0.9885,0.645973614,0.5874,10.1,0.2273,1.000971091,0.0499,7.5,0.0504,3,0.1809,0.3624,0.193,71.83939992,0.9864,12.35450775,0.6573,16.3,0.9391,0.8,0.2276,70.99939743,0.9728,1.666666667,0.8026,0,0,0.6551,0.9033,0.3854,0.3328
