STATEFP10,STATE,STATE_ABV,ZCTA,GEOID10,MULTI_STATE,POP,PR_HRI,F_HRI,LOW_EMS,P_NEHD,PR_NEHD,HHB_SCORE,HHB_RANK,P_CHD,PR_CHD,F_CHD,P_OBS,PR_OBS,F_OBS,P_DIABETES,PR_DIABETES,F_DIABETES,P_COPD,PR_COPD,F_COPD,P_ASTHMA,PR_ASTHMA,F_ASTHMA,P_MNTHL,PR_MNTHL,F_MNTHL,F_SEN_COUNT,SEN_SCORE,SEN_RANK,P_UNINSUR,PR_UNINSUR,P_POV,PR_POV,P_UNEMP,PR_UNEMP,P_NOHSDP,PR_NOHSDP,P_ISO,PR_ISO,P_ELP,PR_ELP,P_DISABL,PR_DISABL,P_ODW,PR_ODW,P_AGE65,PR_AGE65,P_AGE5,PR_AGE5,SOCIODEM_SCORE,SOCIODEM_RANK,P_IMPERV,PR_IMPERV,P_TREEC,PR_TREEC,P_NOVEH,PR_NOVEH,P_MOBILE,PR_MOBILE,P_RENT,PR_RENT,P_OZONE,PR_OZONE,P_PM25,PR_PM25,NBE_SCORE,NBE_RANK,OVERALL_SCORE,OVERALL_RANK
13,GA,Georgia,30725,1330725,0,4647,48,0.5,0,5.4,0.0783,0.2892,0.0875,6.9,0.5508,0,36.9,0.5192,0,12,0.6182,0,8.8,0.6576,0,10.4,0.5077,0,17.6,0.7082,1,1,0.1667,0.3497,6.7,0.5012,17.33453399,0.3879,7.7,0.809,21.7,0.8702,7.885714286,0.1369,1.041666667,0.6651,17.2,0.6769,8.342303552,0.3251,22,0.7258,7.1,0.7677,0.5866,0.7349,4.041816998,0.6286,55.22407661,0.1927,5,0.5802,6,0.4622,18.24020552,0.3434,0,0,0,0,0.3153,0.1811,0.3383,0.246
13,GA,Georgia,30726,1330726,0,56,-999,-999,-999,5.4,0.0783,0.0783,0.0022,6.2,0.3919,0,36.8,0.5112,0,10.3,0.3721,0,7.1,0.3747,0,9.5,0.1987,0,15,0.3345,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.493976151,0.7269,49.0156658,0.2516,-999,-999,0,0,-999,-999,0,0,0,0,0.1957,0.0352,0.0125,0
13,GA,Georgia,30728,1330728,0,19612,72,0.75,0,5.45,0.0818,0.4159,0.2365,7.2,0.622,0,38.2,0.63,0,12.9,0.7251,1,9.5,0.7561,1,10.7,0.6183,0,18.3,0.786,1,3,0.5,0.6536,11,0.7345,31.19574489,0.7649,6,0.6889,19.8,0.8366,12.66326328,0.43,0.529572148,0.5589,19.1,0.7636,10.8378442,0.481,17.5,0.4747,6.6,0.6979,0.6431,0.8573,2.035328504,0.5107,56.04305971,0.184,6.8,0.7159,17,0.7351,31.50883672,0.7088,0,0,0,0,0.4078,0.4085,0.539,0.6402
13,GA,Georgia,30730,1330730,0,1993,90,1,0,4.7,0.0634,0.5317,0.4583,6.8,0.5269,0,34.5,0.3403,0,11.8,0.5913,0,8.3,0.5766,0,10.1,0.3953,0,17,0.6282,0,0,0,0,13.1,0.806,25.11848341,0.6236,6.7,0.7454,27.9,0.9374,12.89092296,0.4462,0,0,11.6,0.3249,17.3216885,0.8023,20.4,0.6507,5.8,0.5645,0.5901,0.743,0.840023178,0.2459,58.64130053,0.1612,3.4,0.4265,23.3,0.8297,16.54778887,0.2905,0,0,0,0,0.2791,0.1189,0.33,0.2305
13,GA,Georgia,30731,1330731,0,2428,94,1,0,5.35,0.078,0.539,0.4729,8,0.7815,1,36.7,0.5029,0,13.6,0.7898,1,10,0.8125,1,10.2,0.4313,0,17.3,0.6711,1,4,0.6667,0.7602,7.6,0.5621,23.50907519,0.5795,6.6,0.7392,10.9,0.5554,14.88062188,0.5896,0,0,12.4,0.3801,12.53381425,0.5878,20.4,0.6507,4.6,0.3594,0.5004,0.5181,0.523859866,0.131,63.94414785,0.1126,3.6,0.4467,15.4,0.7037,23.30978809,0.501,0,0,0,0,0.2707,0.1072,0.4646,0.4933
13,GA,Georgia,30733,1330733,0,2080,62,0.75,0,5.8,0.0913,0.4207,0.2469,7,0.5757,0,37,0.5277,0,12.3,0.6561,0,9.1,0.7023,1,10.4,0.5077,0,17.7,0.7205,1,2,0.3333,0.5404,12.7,0.7939,43.1547619,0.9155,9,0.8618,32.3,0.96,14.67283543,0.5757,0.793231095,0.6201,22.2,0.8588,10.35911602,0.4499,17.6,0.4816,6.7,0.7131,0.723,0.9702,2.122776006,0.521,52.85553154,0.2148,4.5,0.5366,30.6,0.9042,29.25531915,0.661,0,0,0,0,0.4054,0.4018,0.5398,0.6419
13,GA,Georgia,30734,1330734,0,3466,87,1,0,5.6,0.0846,0.5423,0.4805,6.5,0.4567,0,35.1,0.3779,0,11.4,0.5354,0,8.4,0.5936,0,10.1,0.3953,0,16.8,0.5996,0,0,0,0,14.4,0.8427,34.42350333,0.8211,4,0.4518,19.2,0.8247,11.51079137,0.3445,0.43956044,0.5333,21.1,0.8304,27.43475493,0.9512,17.5,0.4747,11.7,0.969,0.7043,0.9535,1.101250184,0.3297,64.30602527,0.1089,2.2,0.2958,33.9,0.9271,25.54144884,0.5658,0,0,0,0,0.3182,0.1873,0.4053,0.3722
13,GA,Georgia,30735,1330735,0,6153,81,1,0,5.6,0.0846,0.5423,0.4805,6.8,0.5269,0,37.5,0.5708,0,12.2,0.643,0,9.5,0.7561,1,10.8,0.6526,0,19.1,0.8527,1,2,0.3333,0.5404,14.3,0.8402,30.98109275,0.7604,5.1,0.5944,23.5,0.8956,9.266017843,0.2016,4.788129111,0.8897,19.5,0.7794,16.74723757,0.7829,18.2,0.5198,2.7,0.1606,0.6425,0.8562,1.912152707,0.496,44.62102145,0.2964,6.7,0.7099,30.1,0.9002,19.63164504,0.3884,0,0,0,0,0.3987,0.3835,0.5652,0.6886
13,GA,Georgia,30736,1330736,0,41029,55,0.75,0,5.4,0.0783,0.4142,0.2348,5.4,0.2301,0,36.2,0.4616,0,9.3,0.2325,0,6.6,0.2966,0,9.9,0.3207,0,16.2,0.5096,0,0,0,0,11.3,0.7464,15.64413552,0.3327,3.9,0.4372,9.7,0.4927,9.96626327,0.2411,0.405846177,0.5235,13.1,0.4271,9.693216189,0.4095,16,0.3791,5.7,0.5455,0.4535,0.3979,5.733662448,0.6737,45.97406038,0.2827,2.7,0.3494,12.6,0.6436,19.22307543,0.3755,0,0,0,0,0.3321,0.2173,0.2125,0.0696
13,GA,Georgia,30738,1330738,0,3799,20,0.25,0,5.55,0.0839,0.1669,0.0163,7.2,0.622,0,35.8,0.4297,0,12.2,0.643,0,8.6,0.6266,0,10,0.3568,0,16.3,0.5238,0,0,0,0,12.5,0.7875,15.87773871,0.3405,5.2,0.6062,17.8,0.7941,13.91189135,0.5227,0,0,19.8,0.7904,12.06791995,0.5586,23.6,0.7815,4.3,0.3166,0.5498,0.6446,0.895838092,0.2645,69.64607029,0.0684,4,0.4889,12.1,0.6331,13.21585903,0.1985,0,0,0,0,0.2362,0.0677,0.1821,0.0447
13,GA,Georgia,30739,1330739,0,5571,65,0.75,0,5.266666667,0.0764,0.4132,0.2342,5.3,0.2126,0,35.3,0.3931,0,9.4,0.2446,0,6.4,0.2664,0,9.5,0.1987,0,15.8,0.4506,0,0,0,0,6.4,0.4789,12.95752896,0.2507,7.9,0.8182,12.9,0.6405,10.09326425,0.249,0,0,15.4,0.5765,12.39809783,0.5788,14.2,0.2691,7.8,0.8407,0.4702,0.4383,3.473718534,0.6094,40.23961962,0.3393,0.7,0.1614,4.7,0.414,25.34722222,0.5605,0,0,0,0,0.2978,0.1486,0.2053,0.0631
13,GA,Georgia,30740,1330740,0,8600,49,0.5,0,5.466666667,0.0819,0.291,0.0886,6,0.3488,0,35,0.3715,0,10.9,0.4592,0,7.4,0.4245,0,9.9,0.3207,0,17,0.6282,0,0,0,0,11.5,0.7537,22.02183199,0.5345,2.7,0.2762,15.4,0.729,10.81853747,0.2961,0.76373491,0.6138,14.9,0.5456,6.441183785,0.2172,18.6,0.5455,3.7,0.2453,0.4757,0.4534,2.405161769,0.5465,60.30934383,0.146,4.6,0.5448,20.6,0.7932,15.96946565,0.273,0,0,0,0,0.3291,0.2101,0.188,0.0486
13,GA,Georgia,30741,1330741,0,29290,62,0.75,0,5.4,0.0783,0.4142,0.2348,7.6,0.7055,1,38.2,0.63,0,12.9,0.7251,1,9.9,0.8025,1,10.8,0.6526,0,18.5,0.8042,1,4,0.6667,0.7602,14.5,0.8455,31.57745178,0.7726,5.3,0.6166,21,0.8599,15.72515057,0.6451,0.335793358,0.5009,23.9,0.8923,12.59075908,0.5905,20.8,0.671,5,0.4216,0.6816,0.9246,15.15899008,0.7765,40.80028161,0.3339,6.2,0.677,12.7,0.6456,34.52576873,0.7626,0,0,0,0,0.4565,0.5418,0.6154,0.7697
13,GA,Georgia,30742,1330742,0,7460,73,0.75,0,5.4,0.0783,0.4142,0.2348,6.9,0.5508,0,36.6,0.495,0,11,0.4747,0,8.2,0.5596,0,10.4,0.5077,0,17.5,0.6969,1,1,0.1667,0.3497,12.1,0.7749,23.62019357,0.5828,8.2,0.8322,13.2,0.652,16.54109589,0.6938,0.330033003,0.4989,18.6,0.7429,8.829819737,0.354,19.4,0.5958,7.7,0.832,0.6559,0.8821,40.64175211,0.9048,15.89087137,0.6027,14.2,0.9219,0.7,0.2191,47.9075996,0.8954,0,0,0,0,0.5063,0.6647,0.5328,0.6279
13,GA,Georgia,30746,1330746,0,1223,79,1,0,-999,-999,1,0.9934,7.8,0.7465,1,39.2,0.7106,1,13.9,0.8114,1,10.5,0.8565,1,10.7,0.6183,0,18.4,0.7949,1,5,0.8333,0.8437,5.4,0.3997,34.43902439,0.8215,4,0.4518,16.8,0.77,16.18357488,0.673,0,0,34.8,0.9729,12.1085595,0.561,15.8,0.3647,1.7,0.1131,0.5128,0.5496,1.449388997,0.4199,52.04290979,0.2227,7.7,0.7633,24.6,0.8457,33.11827957,0.7394,0,0,0,0,0.4273,0.4625,0.7123,0.8907
13,GA,Georgia,30747,1330747,0,16859,82,1,0,5.1,0.0719,0.536,0.4659,8,0.7815,1,38.5,0.6554,0,14.3,0.8406,1,10.5,0.8565,1,10.9,0.6871,1,19.3,0.8671,1,5,0.8333,0.8437,12.3,0.7811,36.13193403,0.8465,6.4,0.7227,25.9,0.9219,16.97369627,0.7187,0,0,18.9,0.7552,12.55656109,0.5888,17.7,0.4882,5.5,0.51,0.6333,0.8376,1.348828738,0.3972,59.45021836,0.1535,8,0.7779,20.3,0.789,31.38381201,0.7063,0,0,0,0,0.4034,0.397,0.636,0.8003
13,GA,Georgia,30750,1330750,0,4125,82,1,0,5.5,0.0824,0.5412,0.4782,4.7,0.1251,0,30.4,0.1636,0,8,0.1016,0,5.6,0.1678,0,10.1,0.3953,0,17.8,0.7322,1,1,0.1667,0.3497,10,0.6909,19.38352104,0.4534,3.9,0.4372,9.4,0.4772,10.22290546,0.2571,0.137741047,0.4274,9.4,0.1847,6.878306878,0.2395,14.8,0.3039,4.4,0.3298,0.3801,0.2291,2.200253651,0.5284,67.26049269,0.0854,2.4,0.3173,3,0.3431,17.98107256,0.3351,0,0,0,0,0.2299,0.0613,0.2796,0.148
13,GA,Georgia,30751,1330751,0,91,-999,-999,-999,4.8,0.0645,0.0645,0.002,6.9,0.5508,0,34.9,0.3647,0,11.2,0.5047,0,9.1,0.7023,1,10.8,0.6526,0,18.8,0.8293,1,2,0.3333,0.5404,0,0,34.7826087,0.8271,0,0,39.1,0.9796,0,0,0,0,39.1,0.9819,40,0.9856,65.2,0.9929,0,0,0.4767,0.4558,10.15143127,0.734,36.70993297,0.3738,0,0,40,0.9577,0,0,0,0,0,0,0.2951,0.1439,0.2855,0.1569
13,GA,Georgia,30752,1330752,0,9800,94,1,0,5.5,0.0824,0.5412,0.4782,6.8,0.5269,0,35.6,0.415,0,11.3,0.5201,0,8.7,0.6428,0,10.4,0.5077,0,18.1,0.7656,1,1,0.1667,0.3497,13,0.8029,26.68646081,0.664,3.4,0.3672,19.9,0.8386,12.45949926,0.4149,0.698187163,0.5998,19.3,0.7716,17.08387097,0.7948,18.4,0.5328,5.2,0.4561,0.6243,0.8184,2.399608604,0.546,56.79410664,0.1777,5,0.5802,24,0.8387,33.86408871,0.7518,0,0,0,0,0.4135,0.4243,0.5177,0.5983
13,GA,Georgia,30753,1330753,0,6697,66,0.75,0,4.8,0.0645,0.4072,0.2232,7.6,0.7055,1,36.9,0.5192,0,12.9,0.7251,1,10.2,0.8312,1,10.8,0.6526,0,19.5,0.8812,1,4,0.6667,0.7602,18.7,0.9201,34.46795915,0.8222,2.6,0.2638,26.1,0.9235,15.04796163,0.6013,5.775500699,0.9087,15.6,0.5888,15.85204756,0.7505,13.1,0.2132,6.3,0.6495,0.6642,0.897,2.6601603,0.5658,55.55357718,0.1888,2.7,0.3494,29.8,0.8973,32.29166667,0.7244,0,0,0,0,0.3894,0.3572,0.5594,0.6777
13,GA,Georgia,30755,1330755,0,9590,47,0.5,0,5.4,0.0783,0.2892,0.0875,6.1,0.3702,0,36.4,0.4783,0,10.8,0.445,0,7.9,0.5077,0,10.2,0.4313,0,17.8,0.7322,1,1,0.1667,0.3497,15.4,0.8669,22.6269882,0.5522,7.4,0.7922,22,0.8751,9.873772791,0.2348,0.938757264,0.6473,15.5,0.5824,13.73600746,0.6531,13.4,0.2272,8.5,0.8892,0.632,0.8349,4.744791969,0.65,47.71332814,0.2643,3.6,0.4467,20,0.7845,27.24935733,0.6118,0,0,0,0,0.3939,0.3698,0.4105,0.3828
13,GA,Georgia,30756,1330756,0,74,20,0.25,1,-999,-999,0.25,0.0472,6.3,0.4138,0,31.5,0.2034,0,10.9,0.4592,0,7.1,0.3747,0,9.4,0.173,0,16.4,0.5396,0,0,0,0,43.4,0.9954,82.51748252,0.9951,0,0,79.1,0.9988,14.58333333,0.5698,0,0,11.9,0.3447,8.620689655,0.3416,6.3,0.0377,32.9,0.9993,0.5282,0.5901,8.421678847,0.7143,47.3071066,0.2686,16.9,0.9433,72.2,0.9975,63.38028169,0.9564,0,0,0,0,0.5543,0.7635,0.3502,0.2679
13,GA,Georgia,30757,1330757,0,1787,20,0.25,0,-999,-999,0.25,0.0472,7.2,0.622,0,35.7,0.4217,0,12.3,0.6561,0,8.7,0.6428,0,10.3,0.4679,0,17.3,0.6711,1,1,0.1667,0.3497,15.5,0.8695,27.1102284,0.6739,18.8,0.9749,28.5,0.9413,11.39401655,0.3354,0,0,18.2,0.7246,26.2195122,0.9426,26,0.8428,0.5,0.0833,0.6388,0.8484,2.019870703,0.5088,57.5532044,0.1711,13.9,0.9183,33.9,0.9271,29.0684624,0.6563,0,0,0,0,0.4545,0.5369,0.4456,0.4547
13,GA,Georgia,30802,1330802,0,6321,89,1,0,4.4,0.0577,0.5288,0.4504,5.8,0.3082,0,36.5,0.4862,0,11,0.4747,0,6.4,0.2664,0,9.5,0.1987,0,14.9,0.322,0,0,0,0,10.5,0.7133,16.9023457,0.3732,5.9,0.6796,8.8,0.4436,11.40408701,0.3362,0.067351406,0.4039,20.6,0.8152,13.83801384,0.6585,22.8,0.7558,3.8,0.2556,0.5435,0.6294,1.03684475,0.3109,65.69359927,0.0978,0.8,0.1672,27.6,0.8775,14.16758545,0.223,0,0,0.666666667,0.797,0.3533,0.2661,0.3365,0.2429
13,GA,Georgia,30803,1330803,0,741,20,0.25,0,6.8,0.1234,0.1867,0.0219,7.4,0.665,0,40.5,0.7968,1,14.5,0.8542,1,9.6,0.7675,1,10.9,0.6871,1,18.3,0.786,1,5,0.8333,0.8437,20.3,0.9368,27.20812183,0.6765,10.7,0.9054,20,0.8407,7,0.1031,0,0,17.6,0.6964,16.47727273,0.7747,15.1,0.322,10.4,0.9511,0.6207,0.8104,0.706956271,0.1987,56.8393718,0.1774,0.3,0.1442,26.5,0.8656,20.46979866,0.4125,0,0,0.333333333,0.6092,0.3439,0.2428,0.4797,0.5233
13,GA,Georgia,30805,1330805,0,2734,58,0.75,0,5.266666667,0.0764,0.4132,0.2342,6.6,0.4802,0,37.9,0.605,0,13.4,0.7728,1,8.5,0.6098,0,10.7,0.6183,0,18.4,0.7949,1,2,0.3333,0.5404,16.2,0.8831,41.94352159,0.9055,7,0.7668,20.4,0.8486,12.64120495,0.4285,1.949229374,0.7697,13.5,0.4541,29.33753943,0.9615,19.4,0.5958,8.4,0.8831,0.7497,0.986,1.80939336,0.482,45.65082446,0.2857,3.3,0.4149,57.1,0.9903,20.75892857,0.4224,0,0,0.333333333,0.6092,0.4578,0.5448,0.5764,0.7071
13,GA,Georgia,30807,1330807,0,92,20,0.25,0,6.4,0.1087,0.1794,0.0196,8.5,0.8538,1,42.9,0.9088,1,18.3,0.9725,1,10.8,0.8794,1,11.8,0.8893,1,17.9,0.7441,1,6,1,0.9102,4.9,0.3565,20.48192771,0.4872,2.5,0.2531,19.4,0.8287,24,0.9212,0,0,17.3,0.6821,20.51282051,0.8786,9.6,0.0881,3.6,0.2353,0.4731,0.4463,6.824660524,0.692,50.69433539,0.2352,15.8,0.935,20.4,0.7906,15.78947368,0.2682,0,0,0.333333333,0.6092,0.5043,0.6603,0.5091,0.5818
13,GA,Georgia,30808,1330808,0,4615,79,1,0,4.8,0.0645,0.5322,0.4588,7.8,0.7465,1,40.8,0.8143,1,15.6,0.9069,1,10.6,0.8648,1,11.3,0.7987,1,19.7,0.8931,1,6,1,0.9102,16,0.8796,39.98075535,0.8886,8.1,0.8276,17.8,0.7941,7.587488386,0.1246,0,0,15.8,0.6011,24.3622449,0.9283,21.1,0.6859,5.3,0.474,0.6204,0.8096,1.504699171,0.4314,52.67458656,0.2165,1.7,0.2412,46,0.9757,22.26748133,0.4685,0,0,0.666666667,0.797,0.4472,0.5166,0.6738,0.8494
13,GA,Georgia,30809,1330809,0,38168,72,0.75,0,4.725,0.064,0.407,0.223,4.4,0.091,0,33.2,0.2737,0,8.6,0.1542,0,4.7,0.0817,0,9.1,0.1116,0,13.6,0.1596,0,0,0,0,5.5,0.4076,9.553742403,0.153,4.6,0.5327,4.9,0.2059,7.891526962,0.1371,1.205747101,0.6901,10.7,0.2653,5.041749864,0.15,13.8,0.2479,6.3,0.6495,0.3439,0.1599,13.75254954,0.7655,50.11331894,0.2406,3,0.381,1.6,0.2769,15.45689773,0.2585,0,0,0.666666667,0.797,0.3885,0.3551,0.1845,0.0464
13,GA,Georgia,30810,1330810,0,2138,79,1,0,6.05,0.1,0.55,0.4966,7.8,0.7465,1,35.2,0.385,0,13.1,0.7454,1,9.7,0.7788,1,10.6,0.5818,0,17.8,0.7322,1,4,0.6667,0.7602,7.4,0.549,27.28658537,0.6783,2.7,0.2762,24.5,0.9073,12.47637051,0.4161,0,0,17,0.6673,12.65397536,0.5935,17.3,0.4628,1.5,0.1062,0.4657,0.4273,0.901431201,0.2667,59.08278006,0.1567,7.9,0.7727,39.2,0.9545,30.16085791,0.6805,0.333333333,0.458,0.333333333,0.6092,0.5569,0.7685,0.6132,0.7666
13,GA,Georgia,30812,1330812,0,363,20,0.25,1,4.6,0.0612,0.1556,0.0135,8.6,0.8659,1,41.4,0.8459,1,17.6,0.9621,1,10.5,0.8565,1,10.2,0.4313,0,16.2,0.5096,0,4,0.6667,0.7602,12.7,0.7939,84.12698413,0.9956,0,0,25.4,0.917,-999,-999,0,0,55.6,0.9951,0,0,72.2,0.9949,0,0,0.5218,0.5733,49.81267264,0.9372,5.437037037,0.7815,-999,-999,-999,-999,-999,-999,0.333333333,0.458,0.333333333,0.6092,0.6965,0.9393,0.5716,0.6997
13,GA,Georgia,30813,1330813,0,30415,61,0.75,0,4.733333333,0.064,0.407,0.223,4,0.058,0,36.4,0.4783,0,8.5,0.1447,0,5.1,0.1156,0,9.8,0.2874,0,16.5,0.5552,0,0,0,0,7.8,0.5742,12.64154876,0.2409,4.4,0.5068,9,0.455,8.79179642,0.1774,2.519600942,0.8067,11.6,0.3249,12.36165159,0.5766,8.4,0.0635,7.3,0.7914,0.4517,0.3929,12.06795898,0.7521,49.84913189,0.2433,3.1,0.3928,10.5,0.5952,26.00561964,0.5782,0,0,0.666666667,0.797,0.4798,0.6029,0.3047,0.1866
13,GA,Georgia,30814,1330814,0,8150,55,0.75,0,4.933333333,0.068,0.409,0.2244,5.6,0.2682,0,37.2,0.5442,0,10.9,0.4592,0,6.7,0.3111,0,10,0.3568,0,16.1,0.4949,0,0,0,0,15.1,0.8604,21.79590893,0.5275,6,0.6889,15,0.7168,12.16278006,0.3922,0.073592543,0.406,13.6,0.4604,15.86975653,0.7511,12.7,0.1934,6,0.5991,0.5596,0.671,2.172708074,0.5258,63.16433721,0.1194,3.8,0.4672,20.9,0.7975,21.95393759,0.4588,0,0,0.666666667,0.797,0.4522,0.5313,0.3567,0.2795
13,GA,Georgia,30815,1330815,0,39640,68,0.75,0,4.933333333,0.068,0.409,0.2244,5.4,0.2301,0,41,0.8256,1,14.1,0.8264,1,7,0.3587,0,11.3,0.7987,1,18.2,0.7754,1,4,0.6667,0.7602,11.2,0.7422,26.55949172,0.6609,9,0.8618,13.1,0.6485,10.97191415,0.306,0.486783697,0.5471,19.5,0.7794,8.720051802,0.348,12.2,0.1727,4.8,0.3895,0.5456,0.6343,4.36384429,0.6387,51.20679131,0.2308,4.7,0.5539,21.3,0.8035,30.27607145,0.6829,0.333333333,0.458,0.666666667,0.797,0.595,0.83,0.6122,0.7651
13,GA,Georgia,30816,1330816,0,2109,64,0.75,0,5.85,0.0943,0.4222,0.2476,8.3,0.8276,1,40.8,0.8143,1,17.3,0.9568,1,10.1,0.8222,1,11.2,0.7745,1,17.8,0.7322,1,6,1,0.9102,9.2,0.6524,19.47229551,0.4558,2.6,0.2638,19.3,0.8267,10.68943707,0.2879,0,0,19.1,0.7636,9.344660194,0.3864,21.3,0.6948,5.6,0.5283,0.486,0.4793,0.683256108,0.1898,55.31237259,0.1917,13.1,0.9091,36.8,0.9428,27.4559194,0.6177,0,0,0.333333333,0.6092,0.4943,0.6365,0.5684,0.6946
13,GA,Georgia,30817,1330817,0,7676,81,1,0,3.9,0.048,0.524,0.4421,7.6,0.7055,1,39.2,0.7106,1,15.5,0.9033,1,9.2,0.7166,1,10.8,0.6526,0,17,0.6282,0,4,0.6667,0.7602,13.6,0.8212,29.25107829,0.7235,3.4,0.3672,18.2,0.8035,18.33989501,0.7841,0.340274942,0.5021,15.7,0.5947,16.04409063,0.7578,22.2,0.7337,5.2,0.4561,0.6544,0.879,0.94952754,0.2822,57.2158591,0.1744,7.4,0.7497,33.2,0.9231,26.8321513,0.6007,0,0,0.333333333,0.6092,0.477,0.5957,0.6692,0.8436
13,GA,Georgia,30818,1330818,0,555,88,1,0,5.4,0.0783,0.5392,0.473,7.7,0.7262,1,41.3,0.841,1,15.1,0.8865,1,10.9,0.8862,1,11.6,0.8587,1,20.2,0.9186,1,6,1,0.9102,23.9,0.9621,37.65432099,0.8646,5.3,0.6166,17.2,0.7798,3.405017921,0.0314,0,0,11.1,0.2923,5.985915493,0.1934,15.1,0.322,0,0,0.4062,0.2836,1.236465406,0.3685,50.37582994,0.2382,3.3,0.4149,56,0.9894,38.58921162,0.8166,0,0,0.333333333,0.6092,0.491,0.6288,0.5739,0.7032
13,GA,Georgia,30820,1330820,0,1205,20,0.25,0,7.133333333,0.1385,0.1942,0.0243,7.3,0.644,0,38.5,0.6554,0,14.3,0.8406,1,9.2,0.7166,1,10.9,0.6871,1,17.9,0.7441,1,4,0.6667,0.7602,8.4,0.6106,33.72093023,0.8098,0,0,17.6,0.7892,24.82269504,0.9306,1.078748652,0.6706,13.8,0.4748,11.72069825,0.5363,19.5,0.602,10.2,0.9477,0.6372,0.8453,0.527881154,0.1322,63.34208553,0.1177,2.4,0.3173,25.7,0.8575,21.44578313,0.4434,0.333333333,0.458,0.333333333,0.6092,0.4193,0.4408,0.5177,0.5983
13,GA,Georgia,30821,1330821,0,882,20,0.25,0,6.2,0.1028,0.1764,0.0188,8.9,0.8975,1,43.9,0.9381,1,19.8,0.9857,1,10.8,0.8794,1,11.8,0.8893,1,17.5,0.6969,1,6,1,0.9102,12.9,0.8,33.21995465,0.801,3.5,0.3811,29.9,0.949,12.02185792,0.3823,0,0,14.3,0.5064,19.07894737,0.8494,26.7,0.8567,3.4,0.2154,0.5741,0.7054,0.545188369,0.1385,69.83725775,0.0668,5.3,0.606,39.7,0.9566,13.82978723,0.2138,0.333333333,0.458,0.333333333,0.6092,0.4356,0.4862,0.5302,0.623
13,GA,Georgia,30822,1330822,0,526,20,0.25,1,8.8,0.2172,0.2336,0.0381,9.3,0.9289,1,41.2,0.8358,1,17.1,0.9524,1,12.5,0.9545,1,11.3,0.7987,1,20.2,0.9186,1,6,1,0.9102,13.3,0.8117,24.5,0.6074,0,0,17.7,0.7916,9.683098592,0.2243,0,0,17.2,0.6769,11.48325359,0.5217,6.8,0.0426,0,0,0.3676,0.2027,0.685926728,0.1909,54.01527049,0.2043,0,0,29.9,0.8983,24.73867596,0.5435,0,0,0.333333333,0.6092,0.3495,0.2555,0.3516,0.2704
13,GA,Georgia,30823,1330823,0,1800,70,0.75,0,6.16,0.1026,0.4263,0.2547,7.3,0.644,0,41.9,0.8694,1,15.3,0.8948,1,9.5,0.7561,1,11.3,0.7987,1,18.6,0.8132,1,5,0.8333,0.8437,16.5,0.8885,36.43198906,0.8502,4.2,0.4801,29.8,0.9485,11.16071429,0.3187,2.687411598,0.8162,14,0.4877,26.59123055,0.9454,18.8,0.5586,3.7,0.2453,0.6539,0.8778,1.43072816,0.4157,44.85036221,0.2941,5.2,0.5979,48,0.98,22.54697286,0.4778,0.333333333,0.458,0.333333333,0.6092,0.5475,0.7506,0.6817,0.8587
13,GA,Georgia,30824,1330824,0,17201,86,1,0,5,0.0685,0.5342,0.4634,7.1,0.5989,0,40.2,0.778,1,15.3,0.8948,1,9,0.6883,1,11.3,0.7987,1,18.1,0.7656,1,5,0.8333,0.8437,10.9,0.7304,36.44601353,0.8504,6.8,0.753,16.3,0.7562,13.25611326,0.4737,0.379636545,0.5157,11.9,0.3447,9.539089848,0.3992,16.5,0.4107,6.9,0.7425,0.5976,0.7608,2.236736576,0.5318,60.71273551,0.142,12,0.8918,16.9,0.7335,42.17103282,0.8518,0,0,0.666666667,0.797,0.564,0.7811,0.7122,0.8906
13,GA,Georgia,30828,1330828,0,4368,90,1,0,6.066666667,0.1003,0.5502,0.497,8.6,0.8659,1,44,0.9405,1,19.3,0.9824,1,10.6,0.8648,1,12.1,0.9228,1,18.5,0.8042,1,6,1,0.9102,13.5,0.8182,41.09520221,0.8985,5.3,0.6166,26.5,0.927,18.67566699,0.7985,0.656857593,0.5902,13.5,0.4541,9.526627219,0.3986,19.8,0.6181,6.1,0.6163,0.6736,0.9119,1.089486956,0.3265,57.70225042,0.1697,18.7,0.9526,37.2,0.9448,38.26441468,0.8124,0.333333333,0.458,0.333333333,0.6092,0.6105,0.8524,0.7929,0.9573
13,GA,Georgia,30830,1330830,0,13966,89,1,0,6.35,0.108,0.554,0.504,6.5,0.4567,0,41.7,0.8602,1,15.4,0.8993,1,8.3,0.5766,0,11.6,0.8587,1,18.5,0.8042,1,4,0.6667,0.7602,10.7,0.7223,35.3422456,0.8344,3.8,0.423,16.8,0.77,11.70148654,0.3588,0.457612658,0.5386,11.4,0.3112,14.45029625,0.6886,14,0.2586,7.4,0.8023,0.5708,0.6976,1.618132861,0.4525,46.06245121,0.2819,9.9,0.8461,26.9,0.8705,31.0014277,0.6989,0,0,0.333333333,0.6092,0.537,0.7292,0.6728,0.8482
