STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,GEOID_2020,COUNTY,StateDesc,STATEABBR,LOCATION,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,SPL_EJI_CBM,RPL_EJI_CBM,E_MINRTY,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,E_POV200,EPL_POV200,E_NOHSDP,EPL_NOHSDP,E_UNEMP,EPL_UNEMP,E_RENTER,EPL_RENTER,E_HOUBDN,EPL_HOUBDN,E_UNINSUR,EPL_UNINSUR,E_NOINT,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,E_AGE65,EPL_AGE65,E_AGE17,EPL_AGE17,E_DISABL,EPL_DISABL,E_LIMENG,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,E_MOBILE,EPL_MOBILE,E_GROUPQ,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,E_OZONE,EPL_OZONE,E_PM,EPL_PM,E_DSLPM,EPL_DSLPM,E_TOTCR,EPL_TOTCR,SPL_EBM_DOM1,RPL_EBM_DOM1,E_NPL,EPL_NPL,E_TRI,EPL_TRI,E_TSD,EPL_TSD,E_RMP,EPL_RMP,E_COAL,EPL_COAL,E_LEAD,EPL_LEAD,SPL_EBM_DOM2,RPL_EBM_DOM2,E_PARK,EPL_PARK,E_HOUAGE,EPL_HOUAGE,E_WLKIND,EPL_WLKIND,SPL_EBM_DOM3,RPL_EBM_DOM3,E_RAIL,EPL_RAIL,E_ROAD,EPL_ROAD,E_AIRPRT,EPL_AIRPRT,SPL_EBM_DOM4,RPL_EBM_DOM4,E_IMPWTR,EPL_IMPWTR,F_IMPWTR,SPL_EBM_DOM5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,E_ASTHMA,EPL_ASTHMA,F_ASTHMA,E_CANCER,EPL_CANCER,F_CANCER,E_CHD,EPL_CHD,F_CHD,E_MHLTH,EPL_MHLTH,F_MHLTH,E_DIABETES,EPL_DIABETES,F_DIABETES,F_HVM,RPL_HVM,E_NEHD,EPL_NEHD,SPL_CBM_DOM1,RPL_CBM_DOM1,E_BURN,EPL_BURN,E_SMOKE,EPL_SMOKE,SPL_CBM_DOM2,RPL_CBM_DOM2,E_CFLD,EPL_CFLD,F_CFLD,E_DRGT,EPL_DRGT,F_DRGT,E_HRCN,EPL_HRCN,F_HRCN,E_RFLD,EPL_RFLD,F_RFLD,E_SWND,EPL_SWND,F_SWND,E_TRND,EPL_TRND,F_TRND,SPL_CBM_DOM3,RPL_CBM_DOM3,SPL_CBM,RPL_CBM,AFAM,E_AFAM,HISP,E_HISP,ASIAN,E_ASIAN,AIAN,E_AIAN,NHPI,E_NHPI,TWOMORE,E_TWOMORE,OTHERRACE,E_OTHERRACE,Tribe_PCT_Tract,Tribe_Names,Tribe_Flag
13,079,070100,140000US13079070100,13079070100,13079070100,Crawford County,Georgia,GA,Census Tract 701; Crawford County; Georgia,3598,385,3876,1.6843,0.7156,1.0843,0.5849,2.2337,0.7267,56.6,0.7097,0.7097,0.7097,44.8878,0.794,13.5,0.6944,7.8,0.7705,37.7,0.6121,22.1,0.4237,13.8,0.8064,40.8,0.9877,5.0888,0.8427,22.5,0.7918,21.1,0.4656,19.2,0.8308,0,0,2.0882,0.5846,22.8,0.913,3.7,0.8697,1.7827,0.9817,9.6694,0.9223,0.091,0.3188,0,0,0.0982,0.15,30,0.4976,0.9664,0.2907,0,0,2.0927,0.3623,2.0927,0.4837,0,0,0,0,0,0,0.846,0.3917,14.7851,0.9058,47.6,0.4128,5.2778,0.8449,2.1635,0.8941,0,0,0,0,0,0,0,0,0.118,0.2359,0,0.2359,0.2359,4.2118,0.162,11.2,0.6788,1,9.1,0.6479,0,9.8,0.8949,1,16.8,0.484,0,19.1,0.9441,1,3,0.6,6.2,0.1036,0.1036,0.1036,0,0,6.1,0.2735,0.2735,0.2713,0,0,1,53.1364,0.8596,9,0.0643,0.5472,9,0.4583,0.0641,9,0.9804,0.2764,9,0.0833,0.7114,9,2.4587,0.7855,2.8358,0.5494,1982,55.1,4,0.1,0,0,0,0,0,0,49,1.4,0,0,0,-999,-999
13,083,040104,140000US13083040104,13083040104,13083040104,Dade County,Georgia,GA,Census Tract 401.04; Dade County; Georgia,2056,343,1034,0.9808,0.3162,0.7808,0.3387,1.0923,0.135,7.9,0.119,0.119,0.119,18.2222,0.2873,10.7,0.5959,15.9,0.9655,30.4,0.5106,5.5,0.0095,7.1,0.5176,17.7,0.7672,3.6536,0.5397,40,0.9796,11,0.0721,11.7,0.4321,0,0,1.4838,0.155,15.1,0.8511,1.8,0.7681,1.6192,0.9363,6.8756,0.5163,0,0,0,0,0.1737,0.3752,30,0.4976,0.8728,0.2493,0,0,9.8724,0.4683,0,0,0,0,0,0,0,0,0.4683,0.2191,61.5407,0.7493,47.2,0.408,5.2917,0.8435,2.0008,0.8006,57.2208,0.6332,63.4974,0.4108,0,0,1.044,0.4877,0.334,0.4032,0,0.4032,0.4032,4.7891,0.2645,10.1,0.3565,0,10,0.7914,1,7.5,0.6064,0,16,0.3855,0,11.8,0.4746,0,1,0.2,5.6,0.084,0.084,0.084,0,0,5.2,0.189,0.189,0.1876,0,0,1,30.8636,0.716,9,0.0128,0.3131,9,0.5417,0.0867,9,4.454,0.6903,9,0.0278,0,2,1.8061,0.4976,2.0791,0.1115,78,3.8,0,0,16,0.8,0,0,0,0,69,3.4,0,0,0,-999,-999
13,089,021210,140000US13089021210,13089021210,13089021210,DeKalb County,Georgia,GA,Census Tract 212.10; DeKalb County; Georgia,5892,575,12758,0.4635,0.0672,0.2635,0.0442,0.6531,0.0259,14.3,0.2404,0.2404,0.2404,2.1215,0.0045,1.1,0.0458,0.9,0.0625,4.5,0.0362,8.1,0.0269,3.9,0.2758,5.9,0.2708,0.7225,0.0161,21.9,0.7701,26.1,0.7635,10.6,0.3534,1,0.46,2.347,0.7791,0,0,0.1,0.3697,0.3697,0.1668,3.6796,0.0652,0.091,0.3188,0,0,0.5167,0.9185,40,0.9248,2.1621,0.7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,75.7,0.7284,12.0556,0.3087,1.5885,0.4466,0,0,6.4904,0.1418,0,0,0.1418,0.0569,0.545,0.536,0,0.536,0.536,4.4284,0.1983,8.4,0.0419,0,10.6,0.8652,1,5.8,0.2866,0,11.2,0.0234,0,8.8,0.1298,0,1,0.2,4,0.0392,0.0392,0.0392,0,0,4.7,0.1465,0.1465,0.1455,0,0,1,30.8636,0.716,9,0.0318,0.4581,9,1.875,0.4792,9,1.4938,0.4129,9,0.0278,0,2,2.0662,0.6307,2.2519,0.1896,191,3.2,141,2.4,454,7.7,0,0,0,0,58,1,0,0,0,-999,-999
13,089,021211,140000US13089021211,13089021211,13089021211,DeKalb County,Georgia,GA,Census Tract 212.11; DeKalb County; Georgia,4787,612,1857,0.7156,0.1677,0.5156,0.1562,0.7406,0.0386,15.4,0.2595,0.2595,0.2595,3.4677,0.0118,0.3,0.015,0.4,0.0335,3.1,0.0207,9.1,0.0382,1.4,0.0703,1.2,0.0436,0.2331,0.0007,30.2,0.9389,22.1,0.53,9.6,0.2817,1.4,0.5234,2.274,0.729,0,0,0,0,0,0,2.7666,0.0154,0.091,0.3188,0,0,0.4723,0.8962,40,0.9248,2.1398,0.7387,0,0,23.2757,0.554,0,0,23.2757,0.8363,0,0,0,0,1.3903,0.5743,89.6067,0.6497,65,0.6068,9.3403,0.4603,1.7168,0.578,0,0,4.8419,0.1314,0,0,0.1314,0.0545,0.491,0.5064,0,0.5064,0.5064,5.8847,0.5002,8.5,0.0496,0,11.3,0.9196,1,6.3,0.3854,0,11,0.019,0,9.7,0.2165,0,1,0.2,4,0.0392,0.0392,0.0392,0,0,4.6,0.1365,0.1365,0.1356,0,0,1,30.8636,0.716,9,0.0292,0.4172,9,0,0,0,1.5187,0.4182,9,0.0278,0,2,1.5514,0.3594,1.7271,0.025,160,3.3,69,1.4,408,8.5,0,0,0,0,89,1.9,13,0.3,0,-999,-999
13,089,021225,140000US13089021225,13089021225,13089021225,DeKalb County,Georgia,GA,Census Tract 212.25; DeKalb County; Georgia,2523,497,2294,0.268,0.0212,0.268,0.0455,0.2999,0.0023,72.1,0.8052,0.8052,0.8052,13.6562,0.186,1.6,0.0722,0.7,0.0488,68.4,0.8853,38.5,0.8313,2.6,0.1634,1.8,0.0667,2.2537,0.2249,7,0.076,17.7,0.265,9.7,0.2886,0,0,0.6296,0.0146,0,0,0.2,0.443,0.443,0.2021,4.1315,0.1058,0.091,0.3188,0,0,0.5442,0.9297,40,0.9248,2.1733,0.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,12.8,0.112,13.4444,0.2096,0.873,0.0208,0,0,100,0.6136,0,0,0.6136,0.2271,0.571,0.5536,0,0.5536,0.5536,4.2135,0.1622,9.1,0.1242,0,4.5,0.0912,0,2.7,0.0157,0,13.3,0.1187,0,6.6,0.0353,0,0,0,4,0.0392,0.0392,0.0392,0,0,4.6,0.1365,0.1365,0.1356,0,0,1,30.5455,0.7128,9,0.0409,0.4824,9,0,0,0,1.4074,0.392,9,0,0,0,1.5872,0.3736,1.7629,0.0319,1052,41.7,366,14.5,207,8.2,0,0,0,0,125,5,68,2.7,0,-999,-999
13,067,030365,140000US13067030365,13067030365,13067030365,Cobb County,Georgia,GA,Census Tract 303.65; Cobb County; Georgia,3021,355,1107,0.8382,0.2325,0.6382,0.2342,1.001,0.1029,12.8,0.2145,0.2145,0.2145,5.561,0.0326,2.6,0.132,3.4,0.3511,10.4,0.1278,10.8,0.0652,0.1,0.0092,4.4,0.1921,0.91,0.0287,24.8,0.8575,22.4,0.5498,8,0.176,0,0,1.5833,0.2016,0,0,0.2,0.443,0.443,0.2021,3.1508,0.0308,0.365,0.6153,0,0,0.4222,0.857,40,0.9248,2.3971,0.8251,0,0,3.2878,0.3862,0,0,14.219,0.8026,0,0,0,0,1.1888,0.5023,69.1076,0.7253,66.3,0.6212,7.6111,0.6039,1.9504,0.7669,0,0,23.156,0.2452,0,0,0.2452,0.0814,0.647,0.6014,0,0.6014,0.6014,6.3829,0.6074,8.6,0.0587,0,11,0.9007,1,6.2,0.3654,0,11.2,0.0234,0,9.5,0.1952,0,1,0.2,4.2,0.0499,0.0499,0.0499,0,0,4.9,0.1638,0.1638,0.1627,0,0,1,40.0909,0.7771,9,0.0309,0.4574,9,1.4167,0.342,9,1.5024,0.4138,9,0,0,0,1.9903,0.5912,2.204,0.1628,93,3.1,143,4.7,45,1.5,0,0,0,0,75,2.5,30,1,0,-999,-999
13,067,030410,140000US13067030410,13067030410,13067030410,Cobb County,Georgia,GA,Census Tract 304.10; Cobb County; Georgia,4557,905,4975,0.9142,0.2768,0.9142,0.4476,1.0652,0.1245,23.8,0.3889,0.3889,0.3889,18.454,0.2927,1.6,0.0722,5,0.5426,53.2,0.777,30.1,0.6666,7.4,0.5368,3.6,0.1501,3.038,0.3938,16.9,0.5302,17.1,0.2362,11.5,0.4184,0,0,1.1848,0.0684,0,0,0.5,0.5859,0.5859,0.3154,5.1976,0.2407,0.365,0.6153,0,0,0.5246,0.9223,40,0.9248,2.4624,0.8377,0,0,54.2964,0.6757,0,0,8.9194,0.7746,0,0,0,0,1.4503,0.5985,95.7831,0.6136,56.6,0.5112,8.75,0.5037,1.6285,0.4886,0,0,98.2629,0.5697,0,0,0.5697,0.2017,0.647,0.6014,0,0.6014,0.6014,6.7123,0.6735,9.4,0.1813,0,8.4,0.5435,0,5.5,0.2297,0,14,0.1741,0,9.1,0.1557,0,0,0,4.2,0.0499,0.0499,0.0499,0,0,4.8,0.1551,0.1551,0.1541,0,0,1,38.1818,0.7649,9,0.0338,0.4598,9,1.4167,0.342,9,1.4755,0.4103,9,0,0,0,1.977,0.5854,2.182,0.151,466,10.2,207,4.5,99,2.2,54,1.2,0,0,259,5.7,0,0,0,-999,-999
13,067,030413,140000US13067030413,13067030413,13067030413,Cobb County,Georgia,GA,Census Tract 304.13; Cobb County; Georgia,5628,719,4536,1.2802,0.5012,1.0802,0.5819,1.4165,0.2838,73.1,0.8106,0.8106,0.8106,34.4259,0.6323,5.2,0.3025,3.9,0.4147,84.2,0.9545,48.2,0.9362,32.4,0.985,9.4,0.4504,4.6756,0.7673,3,0.0173,23.4,0.6133,5.1,0.0459,7.8,0.8419,1.5184,0.1703,0,0,0,0,0,0,7.0046,0.5394,0.457,0.6724,0,0,0.6904,0.9634,40,0.9248,2.5606,0.8546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8725,0.6887,35.6,0.2895,10.4444,0.3994,1.3776,0.2425,0,0,100,0.6136,12.2275,0.9086,1.5222,0.8808,0.664,0.6107,0,0.6107,0.6107,6.0711,0.5408,11.1,0.652,0,3.5,0.0253,0,3.5,0.0346,0,19.9,0.7969,1,8.3,0.0946,0,1,0.2,4,0.0392,0.0392,0.0392,0,0,4.5,0.127,0.127,0.1262,0,0,1,37.8636,0.7635,9,0.0409,0.4824,9,1.4167,0.342,9,1.4074,0.392,9,0,0,0,1.9799,0.5865,2.1461,0.1363,2284,40.6,590,10.5,318,5.7,0,0,0,0,322,5.7,600,10.7,0,-999,-999
13,067,030508,140000US13067030508,13067030508,13067030508,Cobb County,Georgia,GA,Census Tract 305.08; Cobb County; Georgia,3610,1086,11688,1.6912,0.7189,1.6912,0.9209,1.8299,0.5141,53.2,0.6859,0.6859,0.6859,27.7684,0.4977,9.1,0.5255,4.1,0.4402,29.6,0.4979,27.8,0.6052,22.3,0.941,11.6,0.5494,4.0569,0.6355,17.9,0.5854,25,0.7068,13.7,0.5658,2,0.5931,2.4511,0.8401,4.5,0.6917,0.5,0.5859,1.2776,0.7749,8.4715,0.7788,0.274,0.5463,0,0,0.4461,0.8772,40,0.9248,2.3483,0.8114,0,0,84.2414,0.7746,84.2412,0.7804,84.2266,0.9535,0,0,0,0,2.5085,0.9045,92.2762,0.6362,64.3,0.5989,8.6111,0.5143,1.7494,0.6082,82.7797,0.7194,55.8402,0.3831,0,0,1.1025,0.5164,0.632,0.5907,0,0.5907,0.5907,8.2994,0.9124,10.2,0.3849,0,7.2,0.3903,0,6.3,0.3854,0,16.9,0.4965,0,11.9,0.4866,0,0,0,4.8,0.0637,0.0637,0.0637,0,0,4.7,0.1465,0.1465,0.1455,0,0,1,38.1818,0.7649,9,0.0292,0.4172,9,1.4167,0.342,9,1.5188,0.4183,9,0.0278,0,2,1.9424,0.57,2.1526,0.1387,1361,37.7,306,8.5,164,4.5,0,0,0,0,64,1.8,26,0.7,0,-999,-999
13,089,023114,140000US13089023114,13089023114,13089023114,DeKalb County,Georgia,GA,Census Tract 231.14; DeKalb County; Georgia,3855,852,1693,1.2754,0.4982,1.0754,0.5785,1.4672,0.3116,92,0.9224,0.9224,0.9224,43.7256,0.7786,12,0.6455,19.1,0.9819,29.3,0.4928,43.1,0.8902,18.5,0.9011,7.4,0.3499,5.04,0.8343,11.5,0.2402,18.3,0.2962,12.6,0.494,7,0.8247,1.8551,0.3839,0.6,0.498,0.4,0.5495,1.0475,0.6979,8.865,0.8327,0.091,0.3188,0,0,0.5183,0.9193,40,0.9248,2.1629,0.7471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,34.1,0.2758,10.25,0.4101,1.2373,0.147,0,0,100,0.6136,0,0,0.6136,0.2271,0.755,0.6601,0,0.6601,0.6601,4.6739,0.2427,10.9,0.595,0,6,0.2545,0,7.1,0.5371,0,16.3,0.4226,0,17,0.8868,1,1,0.2,4,0.0392,0.0392,0.0392,0,0,4.4,0.1172,0.1172,0.1163,0,0,1,34.6818,0.7447,9,0.0526,0.5233,9,1.875,0.4792,9,1.257,0.3527,9,0,0,0,2.0999,0.6456,2.2563,0.1918,2769,71.8,205,5.3,105,2.7,4,0.1,0,0,207,5.4,256,6.6,0,-999,-999
13,089,023209,140000US13089023209,13089023209,13089023209,DeKalb County,Georgia,GA,Census Tract 232.09; DeKalb County; Georgia,5608,899,1452,1.2947,0.5095,0.8947,0.4319,1.4664,0.3112,93.9,0.9364,0.9364,0.9364,25.7756,0.455,5.3,0.309,4.4,0.4759,20.5,0.3368,28.8,0.6326,11.8,0.7436,7.7,0.3655,3.3184,0.46,12.1,0.2694,26.9,0.799,11.6,0.4255,0.6,0.3756,1.8695,0.3954,0,0,0.2,0.443,0.443,0.2021,6.5673,0.4619,0.183,0.4757,0,0,0.3808,0.8109,40,0.9248,2.2114,0.7638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,59.5,0.5443,7.3889,0.6256,1.7213,0.5819,99.5169,0.7989,14.4204,0.193,0,0,0.9919,0.4614,0.735,0.6499,0,0.6499,0.6499,5.5745,0.4328,11.3,0.7042,1,5.2,0.1641,0,5.3,0.1962,0,16.4,0.4345,0,14.4,0.7436,1,2,0.4,3.8,0.0338,0.0338,0.0338,0,0,4.4,0.1172,0.1172,0.1163,0,0,1,30.5455,0.7128,9,0.0526,0.5233,9,1.875,0.4792,9,1.257,0.3527,9,0,0,0,2.068,0.6313,2.219,0.1717,4947,88.2,122,2.2,81,1.4,0,0,0,0,117,2.1,0,0,0,-999,-999
13,089,023323,140000US13089023323,13089023323,13089023323,DeKalb County,Georgia,GA,Census Tract 233.23; DeKalb County; Georgia,3940,691,3356,1.1306,0.4105,0.7306,0.3004,1.3094,0.228,96.4,0.9578,0.9578,0.9578,29.6823,0.5384,7.2,0.4261,7.4,0.747,16,0.2438,29,0.6381,21.6,0.9349,9.2,0.4408,3.9691,0.6143,16.3,0.4966,15.9,0.187,16.9,0.7412,0,0,1.4248,0.1321,0,0,0.3,0.5046,0.5046,0.2494,6.8563,0.5125,0.274,0.5463,0,0,0.331,0.7415,40,0.9248,2.2126,0.7642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9345,0.5592,17.5,0.1443,5.3889,0.8348,1.5383,0.3931,12.9528,0.4325,0,0,0,0,0.4325,0.1371,0.272,0.3569,0,0.3569,0.3569,4.5403,0.2181,11.9,0.8252,1,5.1,0.153,0,5.2,0.1801,0,17.2,0.5318,0,14.5,0.7518,1,2,0.4,3.8,0.0338,0.0338,0.0338,0,0,4.4,0.1172,0.1172,0.1163,0,0,1,32.1364,0.7268,9,0.0526,0.5233,9,1.875,0.4792,9,1.257,0.3527,9,0,0,0,2.082,0.638,2.233,0.1788,3494,88.7,30,0.8,267,6.8,0,0,0,0,9,0.2,0,0,0,-999,-999
13,089,023506,140000US13089023506,13089023506,13089023506,DeKalb County,Georgia,GA,Census Tract 235.06; DeKalb County; Georgia,6126,1514,4030,1.4708,0.6072,1.0708,0.575,1.6654,0.4189,91.1,0.9161,0.9161,0.9161,35.1378,0.6442,7.2,0.4261,4.5,0.4877,25.8,0.4351,30.3,0.6713,10.1,0.6759,5.9,0.2708,3.6111,0.5296,17.1,0.5409,21.8,0.5103,21.6,0.8947,0,0,1.9459,0.4593,1.6,0.586,4.4,0.8905,1.4765,0.8714,7.9496,0.7008,0.183,0.4757,0,0,0.494,0.9088,40,0.9248,2.3093,0.7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.156,0.6108,78.8,0.7646,11,0.3702,1.7456,0.605,0,0,95.5472,0.5478,0,0,0.5478,0.1901,0.808,0.6868,0,0.6868,0.6868,5.2895,0.37,11.6,0.7701,1,6.4,0.2987,0,7.4,0.5898,0,16.2,0.4106,0,18.2,0.9248,1,2,0.4,4,0.0392,0.0392,0.0392,0,0,4.6,0.1365,0.1365,0.1356,0,0,1,32.7727,0.7306,9,0.0526,0.5233,9,1.875,0.4792,9,1.257,0.3527,9,0,0,0,2.0858,0.6396,2.2615,0.1946,5326,86.9,188,3.1,0,0,0,0,0,0,65,1.1,0,0,0,-999,-999
13,089,980000,140000US13089980000,13089980000,13089980000,DeKalb County,Georgia,GA,Census Tract 9800; DeKalb County; Georgia,0,14,178,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.457,0.6724,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,-999,-999,7,0.6678,-999,-999,0,0,100,0.6136,0,0,0.6136,0.2271,0.82,0.694,0,0.694,0.694,-999,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,0,0,4,0.0392,0.0392,0.0392,0,0,4.5,0.127,0.127,0.1262,0,0,1,28.6364,0.6935,9,0.0409,0.4824,9,1.875,0.4792,9,1.4074,0.392,9,0,0,0,2.0471,0.6212,2.2133,0.1677,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,0,-999,-999
13,093,970300,140000US13093970300,13093970300,13093970300,Dooly County,Georgia,GA,Census Tract 9703; Dooly County; Georgia,4604,432,4074,2.0171,0.852,1.4171,0.7942,2.7274,0.9116,63.6,0.7557,0.7557,0.7557,52.5683,0.8753,18,0.8048,10,0.8679,38.4,0.6207,18.7,0.299,21,0.9295,33.3,0.9669,5.3641,0.8869,24.7,0.8552,21.2,0.4717,19.9,0.8525,0.8,0.4212,2.6006,0.9069,33.8,0.9624,0.5,0.5859,1.5483,0.9066,10.2687,0.967,0,0,0.091,0.5886,0.1328,0.2565,30,0.4976,1.3427,0.4524,0,0,6.445,0.432,0,0,1.871,0.6939,0,0,0,0,1.1259,0.4806,10.1169,0.9266,59.2,0.541,5.0833,0.8631,2.3307,0.9592,18.2654,0.4656,12.0471,0.1776,0,0,0.6432,0.3226,0.088,0.2117,0,0.2117,0.2117,5.6542,0.4501,11.8,0.8079,1,8.4,0.5435,0,9.6,0.8788,1,18.4,0.6657,0,18.5,0.9315,1,3,0.6,6.2,0.1036,0.1036,0.1036,0,0,4.6,0.1365,0.1365,0.1356,0,0,1,48.6818,0.8368,9,0.1585,0.7799,9,0.625,0.105,9,1.1708,0.3294,9,0.1667,0.8922,9,2.9433,0.9411,3.1834,0.7103,2580,56,338,7.3,0,0,0,0,0,0,12,0.3,0,0,0,-999,-999
13,095,000800,140000US13095000800,13095000800,13095000800,Dougherty County,Georgia,GA,Census Tract 8; Dougherty County; Georgia,854,160,2179,2.4764,0.9704,1.6764,0.9152,2.7501,0.9178,77,0.8328,0.8328,0.8328,85.5952,0.9962,29,0.933,14.9,0.9567,80.7,0.9426,48.8,0.9408,39.6,0.9943,42.7,0.9901,6.7537,0.9996,14.4,0.391,19.6,0.371,15.4,0.6664,8.3,0.8512,2.2796,0.7333,0,0,14.3,0.9627,0.9627,0.6412,10.8288,0.9894,0,0,0.273,0.7898,0.2146,0.4905,30,0.4976,1.7779,0.6098,0,0,100,0.8598,0,0,83.0756,0.9518,0,0,0,0,1.8116,0.768,100,0.5514,85.6,0.8468,10.9167,0.3742,1.7724,0.629,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0,0,0,0,0,6.7867,0.687,13.8,0.9716,1,5.5,0.1978,0,8.9,0.8079,1,22.7,0.9352,1,21.3,0.9733,1,4,0.8,6.6,0.1146,0.1146,0.1146,0,0,4.9,0.1638,0.1638,0.1627,0,0,1,34.6818,0.7447,9,0.1929,0.8348,9,0.8333,0.17,9,1.3573,0.3826,9,0,0,0,2.1321,0.6581,2.4105,0.2737,548,64.2,82,9.6,15,1.8,0,0,0,0,13,1.5,0,0,0,-999,-999
13,095,010500,140000US13095010500,13095010500,13095010500,Dougherty County,Georgia,GA,Census Tract 105; Dougherty County; Georgia,1856,250,1943,2.1648,0.8979,1.5648,0.8672,2.8732,0.9454,57.7,0.7169,0.7169,0.7169,48.4375,0.8357,16.7,0.7769,1.6,0.1242,22.9,0.3842,25.9,0.5494,8.9,0.6199,16.8,0.7418,4.0321,0.6291,23.8,0.8326,18.3,0.2962,25.4,0.9538,1.2,0.4943,2.5769,0.8973,26.5,0.9335,0,0,0.9335,0.6093,8.2594,0.7475,0,0,0.182,0.7498,0.0901,0.1262,30,0.4976,1.3736,0.4639,0,0,48.5643,0.656,32.7954,0.6499,13.6219,0.7997,0,0,0,0,2.1056,0.8158,80.3343,0.6871,63.1,0.5852,4.9167,0.8783,2.1506,0.8878,18.1019,0.4647,84.3787,0.4918,55.5451,0.9651,1.9216,0.9366,0,0,0,0,0,7.5514,0.8173,12,0.8415,1,8.4,0.5435,0,10.2,0.9218,1,17.7,0.5899,0,20.9,0.9691,1,3,0.6,6.6,0.1146,0.1146,0.1146,0,0,5.2,0.189,0.189,0.1876,0,0,1,39.7727,0.7758,9,0.1929,0.8348,9,0.8333,0.17,9,1.3573,0.3826,9,0.0833,0.7114,9,2.8746,0.9297,3.1782,0.7084,985,53.1,11,0.6,55,3,0,0,0,0,20,1.1,0,0,0,-999,-999
13,097,080107,140000US13097080107,13097080107,13097080107,Douglas County,Georgia,GA,Census Tract 801.07; Douglas County; Georgia,3981,876,4925,1.2059,0.4567,0.8059,0.3594,1.2756,0.212,87.3,0.8911,0.8911,0.8911,40.4923,0.7326,0,0,3.2,0.325,100,0.9928,30.9,0.6853,9.6,0.6535,0,0,3.3892,0.4768,2.1,0.0122,27.4,0.8189,2.1,0.0048,2.3,0.6199,1.4558,0.1437,0,0,0,0,0,0,5.7361,0.3221,0.274,0.5463,0,0,0.4662,0.8923,40,0.9248,2.3634,0.8163,0,0,100,0.8598,0,0,0,0,0,0,0,0,0.8598,0.3954,69.4513,0.724,12.6,0.1106,9.7917,0.4344,1.269,0.166,1.4527,0.3457,100,0.6136,0,0,0.9593,0.4438,0.269,0.3545,0,0.3545,0.3545,5.806,0.4838,11.5,0.7493,1,3.3,0.0199,0,3.4,0.0313,0,19.8,0.7896,1,10.2,0.2733,0,2,0.4,4,0.0392,0.0392,0.0392,0,0,4.7,0.1465,0.1465,0.1455,0,0,1,38.8182,0.77,9,0.0409,0.4824,9,0.75,0.1472,9,1.4074,0.392,9,0,0,0,1.7916,0.4899,1.9773,0.0697,3164,79.5,71,1.8,192,4.8,0,0,0,0,50,1.3,0,0,0,-999,-999
13,097,080403,140000US13097080403,13097080403,13097080403,Douglas County,Georgia,GA,Census Tract 804.03; Douglas County; Georgia,5317,992,4773,0.7083,0.1639,0.7083,0.2837,0.8496,0.0614,46.7,0.6361,0.6361,0.6361,30.9464,0.5642,9,0.52,3.7,0.3899,9.3,0.107,28.5,0.6246,12,0.7506,7.6,0.3606,3.3169,0.4595,11.2,0.226,28.6,0.8615,14,0.5845,0.2,0.2539,1.9259,0.4419,0.9,0.5341,0,0,0.5341,0.2797,6.413,0.4343,0.183,0.4757,0,0,0.2218,0.5083,30,0.4976,1.4816,0.5018,0,0,21.1796,0.5427,0,0,0,0,0,0,0,0,0.5427,0.2482,70.4089,0.721,20.9,0.1687,5.75,0.7988,1.6885,0.5508,43.2936,0.5827,67.2833,0.4248,0,0,1.0075,0.4691,0.002,0.117,0,0.117,0.117,4.8373,0.274,10.8,0.5656,0,7.5,0.4256,0,6.7,0.4623,0,17.5,0.5674,0,13.4,0.655,0,0,0,3.8,0.0338,0.0338,0.0338,0,0,5.2,0.189,0.189,0.1876,0,0,1,42,0.7853,9,0.0465,0.5058,9,0.75,0.1472,9,1.8593,0.4979,9,0,0,0,1.9362,0.5672,2.159,0.1413,1960,36.9,304,5.7,84,1.6,22,0.4,0,0,113,2.1,0,0,0,-999,-999
